Machine,TaskProcessingTime
1,5
1,1
1,5
1,11
1,8
1,13
1,4
1,8
1,6
1,12
1,9
1,4
1,7
1,10
1,10
1,5
1,8
1,2
1,7
1,6
1,6
1,3
1,9
1,9
1,13
1,11
1,9
1,1
1,12
1,2
1,1
1,12
1,9
1,7
1,8
1,13
1,7
1,8
1,12
1,2
1,3
1,13
1,1
1,5
1,7
1,10
1,8
1,3
1,12
1,9
1,1
1,5
1,12
1,4
1,3
1,10
1,10
1,6
1,12
1,8
1,11
1,8
1,5
1,7
1,3
1,4
1,10
1,12
1,8
1,3
1,2
1,7
1,6
1,8
1,13
1,8
1,11
1,3
1,13
1,10
1,8
1,4
1,8
1,3
1,5
1,11
1,13
1,1
1,7
1,7
1,5
1,10
1,4
1,3
1,13
1,5
1,12
1,12
1,3
1,1
1,9
1,13
1,7
1,10
1,4
1,8
1,8
1,4
1,12
1,10
1,9
1,11
1,4
1,1
1,7
1,10
1,13
1,10
1,6
1,11
1,7
1,4
1,6
1,11
1,13
1,2
1,2
1,3
1,9
1,10
1,6
1,12
1,11
1,8
1,8
1,13
1,1
1,13
1,13
1,11
1,5
1,10
1,2
1,2
1,4
1,6
1,5
1,1
1,5
1,13
1,6
1,12
1,1
1,12
1,11
1,3
1,6
1,5
1,4
1,6
1,2
1,9
1,10
1,11
1,5
1,10
1,4
1,12
1,4
1,6
1,12
1,13
1,2
1,7
1,1
1,7
1,4
1,3
1,13
1,12
1,13
1,7
1,3
1,8
1,9
1,8
1,12
1,6
1,8
1,5
1,11
1,9
1,9
1,6
1,4
1,2
1,7
1,5
1,4
1,13
1,7
1,6
1,11
1,12
1,2
1,2
1,6
1,12
1,8
1,7
1,13
1,1
1,7
1,8
1,6
1,10
1,4
1,6
1,1
1,11
1,1
1,8
1,4
1,3
1,7
1,3
1,7
1,5
1,10
1,7
1,14
1,14
1,14
1,7
1,9
1,7
1,4
1,11
1,7
1,6
1,1
1,13
1,8
1,4
1,5
1,1
1,5
1,10
1,13
1,4
1,6
1,8
1,4
1,3
1,10
1,6
1,11
1,5
1,11
1,1
1,14
1,12
1,8
1,11
1,4
1,4
1,12
1,5
1,14
1,7
1,4
1,13
1,2
1,3
1,1
1,1
1,14
1,5
1,5
1,9
1,14
1,9
1,5
1,3
1,10
1,4
1,9
1,6
1,1
1,2
1,7
1,7
1,2
1,13
1,13
1,5
1,13
1,13
1,3
1,11
1,6
1,8
1,6
1,6
1,14
1,4
1,7
1,7
1,6
1,14
1,7
1,6
1,12
1,4
1,5
1,9
1,14
1,10
1,1
1,10
1,7
1,7
1,4
1,7
1,9
1,9
1,5
1,9
1,3
1,8
1,6
1,14
1,14
1,3
1,10
1,10
1,10
1,2
1,4
1,10
1,5
1,2
1,11
1,10
1,8
1,13
2,27
2,27
2,27
2,27
2,27
2,27
2,27
2,27
2,27
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,22
2,22
2,22
2,22
2,22
2,22
2,22
2,22
2,22
2,22
2,22
2,21
2,21
2,21
2,21
2,21
2,21
2,21
2,21
2,21
2,21
2,20
2,20
2,20
2,20
2,20
2,20
2,20
2,20
2,20
2,19
2,19
2,19
2,19
2,19
2,19
2,19
2,19
2,19
2,19
2,18
2,18
2,18
2,18
2,18
2,18
2,17
2,16
3,46
3,45
3,44
3,44
3,43
3,43
3,42
3,42
3,42
3,41
3,41
3,31
3,30
3,30
3,29
3,29
3,28
3,28
3,27
3,27
3,27
3,27
3,27
3,26
3,26
3,26
3,26
3,26
3,26
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,24
3,24
3,24
3,24
3,24
3,24
3,24
3,23
3,23
3,23
3,23
3,23
3,23
3,22
3,22
3,22
3,22
3,22
3,22
3,21
3,21
3,21
3,21
3,21
3,20
3,20
3,20
3,19
3,19
3,19
3,19
3,19
3,18
3,18
3,18
3,18
3,17
3,17
3,17
3,17
3,17
3,17
3,17
3,17
3,17
3,16
3,16
3,16
3,16
3,16
3,16
3,16
3,16
3,16
3,16
3,16
3,16
3,15
3,15
3,15
3,15
3,15
3,15
3,14
3,14
3,14
3,28
3,14
3,14
3,14
4,42
4,42
4,42
4,41
4,41
4,41
4,41
4,40
4,40
4,40
4,40
4,40
4,39
4,39
4,39
4,38
4,38
4,38
4,38
4,38
4,37
4,37
4,37
4,37
4,37
4,37
4,36
4,36
4,36
4,36
4,36
4,36
4,36
4,35
4,35
4,35
4,35
